Gender,Age,City,Profession,Sleep Duration,Dietary Habits,Degree
Female,27,Kolkata,Student,'5-6 hours',Healthy,BSc
Female,21,Chennai,Entrepreneur,'Less than 5 hours',Moderate,MCA
Female,24,Ahmedabad,Student,'More than 8 hours',Unhealthy,B.Com
Female,27,Chennai,Student,'Less than 5 hours',Healthy,B.Com
Male,26,Patna,Student,'Less than 5 hours',Moderate,B.Pharm
Male,21,Kalyan,Student,'7-8 hours',Unhealthy,BCA
Female,24,Kalyan,Student,'5-6 hours',Moderate,MBBS
Female,19,Meerut,Student,'7-8 hours',Moderate,'Class 12'
Female,34,Vasai-Virar,Student,'7-8 hours',Healthy,MBA
Male,25,Patna,Student,'5-6 hours',Moderate,BBA
Male,25,Varanasi,Student,'5-6 hours',Unhealthy,BBA
Female,29,Pune,Student,'7-8 hours',Unhealthy,M.Pharm
Female,20,Surat,Student,'5-6 hours',Healthy,'Class 12'
Male,26,Kalyan,Student,'7-8 hours',Unhealthy,BBA
Female,24,Meerut,Student,'More than 8 hours',Unhealthy,M.Ed
Female,20,Ahmedabad,Student,'More than 8 hours',Healthy,'Class 12'
Male,25,Pune,Student,'7-8 hours',Healthy,M.Tech
Male,20,Pune,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,26,Lucknow,Student,'More than 8 hours',Unhealthy,BCA
Male,30,Kalyan,Student,'Less than 5 hours',Moderate,B.Ed
Female,26,Surat,Student,'5-6 hours',Healthy,BBA
Female,29,Rajkot,Student,'7-8 hours',Unhealthy,MSc
Female,33,Vasai-Virar,Student,'More than 8 hours',Moderate,MCA
Male,32,Visakhapatnam,Student,'More than 8 hours',Moderate,BCA
Female,18,Kolkata,Student,'Less than 5 hours',Moderate,'Class 12'
Female,31,Nagpur,Student,'Less than 5 hours',Unhealthy,MCA
Male,22,Meerut,Student,'More than 8 hours',Healthy,B.Ed
Male,32,Jaipur,Student,'5-6 hours',Healthy,BCA
Female,20,Ludhiana,Student,'More than 8 hours',Moderate,'Class 12'
Female,27,Surat,Student,'7-8 hours',Unhealthy,LLB
Female,24,Jaipur,Student,'5-6 hours',Healthy,BHM
Female,31,Jaipur,Student,'7-8 hours',Unhealthy,B.Ed
Male,24,Jaipur,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,30,Bangalore,Student,'5-6 hours',Moderate,M.Pharm
Female,19,Ahmedabad,Student,'7-8 hours',Unhealthy,'Class 12'
Male,31,Delhi,Student,'Less than 5 hours',Unhealthy,B.Com
Female,24,Kolkata,Student,'5-6 hours',Unhealthy,MCA
Male,21,Ahmedabad,Student,'Less than 5 hours',Moderate,B.Com
Female,18,Vasai-Virar,Student,'Less than 5 hours',Healthy,'Class 12'
Female,34,Thane,Student,'7-8 hours',Unhealthy,LLM
Male,26,Lucknow,Student,'Less than 5 hours',Unhealthy,B.Com
Female,28,Lucknow,Student,'5-6 hours',Healthy,B.Ed
Female,21,Hyderabad,Student,'7-8 hours',Moderate,MSc
Female,29,Srinagar,Student,'7-8 hours',Moderate,BSc
Male,28,Kolkata,Student,'5-6 hours',Moderate,M.Pharm
Female,23,Ghaziabad,Student,'7-8 hours',Moderate,B.Com
Male,20,Vadodara,Student,'5-6 hours',Moderate,'Class 12'
Female,31,Srinagar,Student,'7-8 hours',Moderate,MCA
Female,25,Vadodara,Student,'More than 8 hours',Healthy,M.Tech
Female,31,Lucknow,Student,'5-6 hours',Unhealthy,B.Tech
Male,25,Thane,Student,'7-8 hours',Unhealthy,BSc
Male,21,Jaipur,Student,'More than 8 hours',Unhealthy,MCA
Female,34,Chennai,Student,'Less than 5 hours',Healthy,B.Ed
Female,33,Delhi,Student,'More than 8 hours',Unhealthy,PhD
Female,24,Nashik,Student,'7-8 hours',Unhealthy,MBBS
Male,23,Nashik,Student,'More than 8 hours',Moderate,M.Com
Male,19,Hyderabad,Student,'5-6 hours',Moderate,'Class 12'
Female,23,Faridabad,Student,'More than 8 hours',Moderate,MBA
Female,27,Patna,Student,'More than 8 hours',Unhealthy,BSc
Female,29,Thane,Student,'More than 8 hours',Moderate,MBA
Male,23,Srinagar,Student,'More than 8 hours',Moderate,BE
Female,28,Rajkot,Student,'5-6 hours',Healthy,M.Com
Male,21,Pune,Student,'Less than 5 hours',Moderate,'Class 12'
Male,33,Vadodara,Student,'More than 8 hours',Healthy,'Class 12'
Female,27,Ghaziabad,Student,'Less than 5 hours',Unhealthy,B.Arch
Male,21,Agra,Student,'More than 8 hours',Moderate,BCA
Female,31,Lucknow,Student,'Less than 5 hours',Moderate,LLB
Male,25,Faridabad,Student,'More than 8 hours',Unhealthy,M.Tech
Female,30,Lucknow,Student,'Less than 5 hours',Moderate,B.Ed
Female,23,Vasai-Virar,Student,'More than 8 hours',Healthy,B.Ed
Male,34,Srinagar,Student,'Less than 5 hours',Healthy,MBBS
Male,32,Chennai,Student,'7-8 hours',Moderate,B.Ed
Male,28,Jaipur,Teacher,'5-6 hours',Moderate,MD
Female,31,Varanasi,Student,'5-6 hours',Moderate,B.Ed
Male,23,Ahmedabad,Student,'Less than 5 hours',Healthy,B.Arch
Female,28,Surat,Student,'Less than 5 hours',Unhealthy,MBA
Male,25,Visakhapatnam,Student,'5-6 hours',Unhealthy,B.Arch
Male,21,Chennai,Student,'5-6 hours',Healthy,B.Ed
Female,21,Visakhapatnam,Student,'More than 8 hours',Unhealthy,M.Com
Female,22,Agra,Student,'7-8 hours',Unhealthy,BA
Male,22,Patna,Student,'Less than 5 hours',Unhealthy,MCA
Female,22,Patna,Student,'5-6 hours',Unhealthy,M.Com
Male,25,Agra,Student,'More than 8 hours',Moderate,BSc
Female,31,Kalyan,Student,'Less than 5 hours',Unhealthy,BHM
Male,21,Rajkot,Student,'5-6 hours',Unhealthy,B.Arch
Female,29,Rajkot,Student,'More than 8 hours',Unhealthy,B.Com
Female,31,Ahmedabad,Student,'5-6 hours',Unhealthy,M.Ed
Male,22,Nagpur,Student,'5-6 hours',Unhealthy,BCA
Male,23,Mumbai,Student,'5-6 hours',Moderate,'Class 12'
Male,30,Vasai-Virar,Student,'5-6 hours',Moderate,BHM
Female,33,Kolkata,Student,'5-6 hours',Moderate,M.Com
Female,27,Rajkot,Student,'7-8 hours',Moderate,BCA
Male,26,Ahmedabad,Student,'5-6 hours',Moderate,BA
Female,22,Agra,Student,'7-8 hours',Moderate,BA
Male,34,Meerut,Student,'5-6 hours',Moderate,'Class 12'
Male,28,Thane,Student,'More than 8 hours',Unhealthy,BHM
Female,34,Lucknow,Student,'More than 8 hours',Healthy,M.Com
Female,31,Faridabad,Student,'5-6 hours',Moderate,BHM
Female,21,Varanasi,Student,'7-8 hours',Moderate,B.Arch
Male,26,Vadodara,Student,'More than 8 hours',Unhealthy,B.Ed
Male,23,Kolkata,Student,'More than 8 hours',Healthy,MSc
Female,21,Srinagar,Student,'7-8 hours',Unhealthy,B.Tech
Male,18,Ahmedabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,25,Hyderabad,Student,'Less than 5 hours',Unhealthy,B.Arch
Female,32,Srinagar,Student,'5-6 hours',Unhealthy,B.Ed
Female,19,Bangalore,Student,'7-8 hours',Moderate,'Class 12'
Male,33,Ahmedabad,Student,'7-8 hours',Unhealthy,BCA
Male,26,Varanasi,Student,'5-6 hours',Unhealthy,MA
Male,29,Nagpur,Student,'5-6 hours',Unhealthy,M.Tech
Female,33,Surat,Student,'Less than 5 hours',Moderate,B.Ed
Female,30,Thane,Student,'More than 8 hours',Unhealthy,MSc
Female,34,Srinagar,Student,'Less than 5 hours',Healthy,MSc
Male,34,Surat,Student,'5-6 hours',Healthy,BCA
Male,18,Ahmedabad,Student,'Less than 5 hours',Moderate,'Class 12'
Female,20,Chennai,Student,'7-8 hours',Moderate,'Class 12'
Male,19,Kolkata,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,23,Vasai-Virar,Student,'5-6 hours',Moderate,BA
Female,24,Hyderabad,Student,'More than 8 hours',Unhealthy,LLB
Male,18,Vasai-Virar,Student,'Less than 5 hours',Healthy,'Class 12'
Female,19,Ludhiana,Student,'7-8 hours',Unhealthy,'Class 12'
Male,34,Indore,Student,'7-8 hours',Healthy,BCA
Female,25,Kolkata,Student,'5-6 hours',Unhealthy,MCA
Male,33,Meerut,Student,'Less than 5 hours',Healthy,B.Ed
Female,22,Bhopal,Student,'Less than 5 hours',Unhealthy,MCA
Female,32,Hyderabad,Student,'7-8 hours',Healthy,B.Com
Male,20,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,28,Kolkata,Student,'More than 8 hours',Moderate,M.Com
Male,29,Indore,Student,'More than 8 hours',Moderate,LLB
Female,29,Agra,Student,'Less than 5 hours',Unhealthy,B.Pharm
Male,19,Ahmedabad,Student,'7-8 hours',Moderate,'Class 12'
Male,33,Delhi,Student,'7-8 hours',Moderate,MCA
Male,31,Vasai-Virar,Student,'7-8 hours',Moderate,B.Tech
Male,24,Nashik,Student,'7-8 hours',Moderate,B.Arch
Male,28,Thane,Student,'Less than 5 hours',Unhealthy,BE
Female,28,Vasai-Virar,Student,'Less than 5 hours',Unhealthy,M.Ed
Male,21,Meerut,Student,'Less than 5 hours',Unhealthy,MCA
Female,19,Ludhiana,Student,'More than 8 hours',Healthy,'Class 12'
Male,18,Varanasi,Student,'Less than 5 hours',Healthy,'Class 12'
Female,24,Nagpur,Student,'5-6 hours',Healthy,B.Pharm
Female,20,Bhopal,Student,'Less than 5 hours',Moderate,'Class 12'
Female,18,Indore,Student,'7-8 hours',Unhealthy,'Class 12'
Female,21,Meerut,Student,'More than 8 hours',Moderate,MA
Female,25,Chennai,Student,'7-8 hours',Moderate,MA
Male,25,Srinagar,Student,'7-8 hours',Healthy,BBA
Female,33,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,LLM
Male,20,Ludhiana,Student,'Less than 5 hours',Moderate,'Class 12'
Female,19,Visakhapatnam,Student,'7-8 hours',Moderate,'Class 12'
Male,26,Visakhapatnam,Student,'Less than 5 hours',Moderate,MCA
Male,20,Surat,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,24,Varanasi,Student,'7-8 hours',Unhealthy,B.Arch
Female,19,Hyderabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,31,Patna,Student,'Less than 5 hours',Moderate,MA
Female,22,Nashik,Student,'5-6 hours',Moderate,B.Com
Female,20,Agra,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,18,Jaipur,Student,'5-6 hours',Moderate,'Class 12'
Female,34,Varanasi,Student,'More than 8 hours',Moderate,BCA
Female,26,Kalyan,Student,'7-8 hours',Moderate,BSc
Female,24,Chennai,Student,'5-6 hours',Healthy,BCA
Male,25,Ghaziabad,Student,'More than 8 hours',Healthy,LLM
Male,18,Delhi,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,31,Patna,Student,'5-6 hours',Unhealthy,M.Ed
Female,25,Agra,Student,'5-6 hours',Healthy,MSc
Female,31,Thane,Student,'5-6 hours',Healthy,B.Ed
Male,29,Kalyan,Student,'5-6 hours',Healthy,MBBS
Male,33,Hyderabad,Student,'5-6 hours',Healthy,MSc
Male,29,Mumbai,Student,'5-6 hours',Unhealthy,MSc
Male,26,Bhopal,Student,'7-8 hours',Unhealthy,'Class 12'
Male,30,Thane,Student,'Less than 5 hours',Unhealthy,B.Com
Male,23,Vadodara,Student,'More than 8 hours',Unhealthy,B.Arch
Female,22,Thane,Student,'Less than 5 hours',Unhealthy,MCA
Male,19,Srinagar,Student,'Less than 5 hours',Moderate,'Class 12'
Male,23,Srinagar,Student,'7-8 hours',Healthy,LLM
Male,22,Bhopal,Student,'5-6 hours',Unhealthy,BCA
Female,24,Bangalore,Student,'5-6 hours',Healthy,BA
Female,20,Agra,Student,'5-6 hours',Unhealthy,'Class 12'
Male,26,Jaipur,Student,'More than 8 hours',Moderate,B.Arch
Male,33,Pune,Student,'More than 8 hours',Unhealthy,MBBS
Male,30,Hyderabad,Student,'5-6 hours',Unhealthy,M.Tech
Female,28,Meerut,Student,'More than 8 hours',Unhealthy,B.Tech
Male,25,Nashik,Student,'More than 8 hours',Moderate,M.Com
Male,24,Jaipur,Student,'7-8 hours',Healthy,M.Com
Male,23,Lucknow,Student,'Less than 5 hours',Moderate,B.Com
Female,25,Ahmedabad,Student,'More than 8 hours',Unhealthy,B.Ed
Male,20,Ludhiana,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,33,Kalyan,Student,'5-6 hours',Moderate,B.Pharm
Female,18,Srinagar,Student,'7-8 hours',Unhealthy,'Class 12'
Male,23,Nashik,Student,'More than 8 hours',Moderate,MBBS
Female,19,Chennai,Student,'More than 8 hours',Healthy,'Class 12'
Female,28,Varanasi,Student,'Less than 5 hours',Healthy,B.Arch
Female,22,Jaipur,Student,'5-6 hours',Unhealthy,ME
Female,23,Pune,Student,'7-8 hours',Healthy,BCA
Female,23,Ahmedabad,Student,'More than 8 hours',Unhealthy,BCA
Female,33,Surat,Student,'5-6 hours',Moderate,MBBS
Male,32,Surat,Student,'7-8 hours',Moderate,MCA
Female,31,Ahmedabad,Student,'7-8 hours',Moderate,M.Tech
Female,28,Visakhapatnam,Student,'Less than 5 hours',Healthy,BE
Female,24,Ghaziabad,Student,'5-6 hours',Unhealthy,B.Ed
Male,33,Kalyan,Student,'5-6 hours',Healthy,BSc
Female,32,Visakhapatnam,Student,'7-8 hours',Unhealthy,MCA
Female,19,Agra,Student,'Less than 5 hours',Healthy,'Class 12'
Female,34,Indore,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,19,Mumbai,Student,'5-6 hours',Healthy,'Class 12'
Male,23,Hyderabad,Student,'More than 8 hours',Unhealthy,BCA
Female,24,Lucknow,Student,'More than 8 hours',Unhealthy,B.Com
Male,28,Lucknow,Student,'5-6 hours',Healthy,BBA
Male,23,Hyderabad,Student,'5-6 hours',Unhealthy,B.Tech
Female,34,Srinagar,Student,'7-8 hours',Healthy,B.Tech
Female,29,Mumbai,Student,'7-8 hours',Moderate,B.Tech
Female,31,Kolkata,Student,'More than 8 hours',Unhealthy,B.Ed
Male,26,Hyderabad,Student,'5-6 hours',Healthy,B.Pharm
Female,20,Bangalore,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,24,Delhi,Student,'Less than 5 hours',Unhealthy,B.Ed
Male,29,Agra,Student,'5-6 hours',Healthy,MCA
Male,24,Lucknow,Student,'7-8 hours',Unhealthy,M.Tech
Male,24,Kanpur,Student,'Less than 5 hours',Healthy,BCA
Male,25,Jaipur,Student,'Less than 5 hours',Healthy,M.Pharm
Female,31,Surat,Student,'More than 8 hours',Unhealthy,MCA
Female,20,Kalyan,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,20,Bangalore,Student,'Less than 5 hours',Healthy,'Class 12'
Male,32,Ghaziabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,26,Ludhiana,Student,'Less than 5 hours',Healthy,B.Com
Male,24,Jaipur,Student,'5-6 hours',Unhealthy,M.Pharm
Male,20,Bangalore,Student,'Less than 5 hours',Moderate,'Class 12'
Female,32,Thane,Student,'5-6 hours',Moderate,B.Ed
Female,30,Meerut,Student,'More than 8 hours',Unhealthy,MHM
Male,29,Jaipur,Student,'More than 8 hours',Unhealthy,B.Tech
Male,27,Ahmedabad,Student,'More than 8 hours',Unhealthy,BE
Male,24,Hyderabad,Student,'7-8 hours',Healthy,MSc
Female,25,Vasai-Virar,Student,'Less than 5 hours',Healthy,BHM
Male,29,Srinagar,Student,'Less than 5 hours',Moderate,BCA
Male,29,Lucknow,Student,'7-8 hours',Unhealthy,'Class 12'
Female,24,Faridabad,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,31,Patna,Student,'More than 8 hours',Moderate,BE
Male,33,Thane,Student,'5-6 hours',Unhealthy,M.Ed
Male,21,Hyderabad,Student,'7-8 hours',Healthy,MCA
Female,33,Bangalore,Student,'Less than 5 hours',Moderate,MD
Female,29,Kolkata,Student,'Less than 5 hours',Moderate,MCA
Female,24,Kalyan,Student,'5-6 hours',Moderate,BSc
Male,24,Bangalore,Student,'7-8 hours',Unhealthy,BSc
Female,24,Visakhapatnam,Student,'7-8 hours',Moderate,B.Pharm
Female,23,Vasai-Virar,Student,'More than 8 hours',Unhealthy,MSc
Male,19,Hyderabad,Student,'7-8 hours',Unhealthy,'Class 12'
Male,28,Rajkot,Student,'Less than 5 hours',Moderate,B.Ed
Female,26,Delhi,Student,'Less than 5 hours',Unhealthy,PhD
Male,29,Hyderabad,Student,'7-8 hours',Unhealthy,M.Ed
Male,21,Surat,Student,'7-8 hours',Moderate,'Class 12'
Female,19,Indore,Student,'5-6 hours',Healthy,'Class 12'
Male,19,Agra,Student,'Less than 5 hours',Moderate,'Class 12'
Male,19,Rajkot,Student,'7-8 hours',Moderate,'Class 12'
Male,34,Vasai-Virar,Student,'7-8 hours',Moderate,B.Ed
Female,24,Surat,Student,'7-8 hours',Unhealthy,MCA
Male,23,Mumbai,Student,'More than 8 hours',Moderate,B.Arch
Female,19,Patna,Student,'7-8 hours',Moderate,'Class 12'
Male,24,Pune,Student,'Less than 5 hours',Moderate,B.Arch
Male,34,Patna,Student,'More than 8 hours',Moderate,M.Pharm
Female,19,Kolkata,Student,'5-6 hours',Moderate,'Class 12'
Female,29,Thane,Student,'7-8 hours',Unhealthy,BCA
Female,32,Ludhiana,Student,'Less than 5 hours',Healthy,MBBS
Male,18,Lucknow,Student,'7-8 hours',Moderate,'Class 12'
Male,26,Mumbai,Student,'7-8 hours',Moderate,BCA
Male,29,Ludhiana,Student,'Less than 5 hours',Unhealthy,MSc
Male,29,Visakhapatnam,Student,'More than 8 hours',Moderate,BE
Male,24,Rajkot,Student,'Less than 5 hours',Unhealthy,B.Tech
Male,21,Nagpur,Student,'Less than 5 hours',Healthy,MCA
Male,28,Vasai-Virar,Student,'5-6 hours',Moderate,MD
Female,19,Srinagar,Student,'5-6 hours',Moderate,'Class 12'
Male,21,Kalyan,Student,'7-8 hours',Unhealthy,M.Com
Male,30,Jaipur,Student,'Less than 5 hours',Healthy,MHM
Female,24,Lucknow,Student,'7-8 hours',Moderate,BHM
Male,28,Kalyan,Student,'5-6 hours',Healthy,B.Ed
Male,29,Nashik,Student,'7-8 hours',Unhealthy,B.Pharm
Female,34,Faridabad,Student,'7-8 hours',Moderate,B.Com
Female,24,Faridabad,Student,'More than 8 hours',Healthy,B.Ed
Male,25,Kalyan,Student,'7-8 hours',Moderate,MBBS
Male,31,Lucknow,Student,'More than 8 hours',Unhealthy,B.Tech
Male,31,Varanasi,Student,'More than 8 hours',Healthy,LLB
Male,25,Bhopal,Student,'5-6 hours',Healthy,LLM
Male,20,Lucknow,Student,'Less than 5 hours',Healthy,'Class 12'
Female,20,Patna,Student,'More than 8 hours',Moderate,'Class 12'
Female,24,Kolkata,Student,'5-6 hours',Healthy,MSc
Female,28,Vasai-Virar,Student,'Less than 5 hours',Moderate,M.Pharm
Female,20,Chennai,Student,'More than 8 hours',Moderate,'Class 12'
Male,20,Mumbai,Student,'7-8 hours',Unhealthy,'Class 12'
Male,19,Hyderabad,Student,'Less than 5 hours',Moderate,'Class 12'
Female,19,Srinagar,Student,'More than 8 hours',Moderate,'Class 12'
Female,20,Kolkata,Student,'More than 8 hours',Unhealthy,'Class 12'
Female,33,Visakhapatnam,Student,'More than 8 hours',Moderate,MSc
Female,26,Visakhapatnam,Student,'Less than 5 hours',Unhealthy,M.Ed
Male,23,Surat,Student,'5-6 hours',Moderate,BCA
Female,24,Bangalore,Student,'Less than 5 hours',Healthy,MBBS
Male,34,Nagpur,Student,'7-8 hours',Healthy,MHM
Male,23,Jaipur,Student,'More than 8 hours',Healthy,MSc
Male,22,Srinagar,Student,'5-6 hours',Unhealthy,BBA
Male,34,Kolkata,Student,'7-8 hours',Unhealthy,BE
Female,31,Faridabad,Student,'5-6 hours',Healthy,B.Arch
Male,30,Agra,Student,'More than 8 hours',Moderate,M.Ed
Male,23,Kalyan,Student,'7-8 hours',Healthy,BSc
Male,32,Thane,Student,'Less than 5 hours',Moderate,M.Tech
Female,32,Hyderabad,Student,'More than 8 hours',Moderate,B.Pharm
Male,29,Vasai-Virar,Student,'7-8 hours',Moderate,BCA
Male,25,Hyderabad,Student,'5-6 hours',Moderate,BE
Female,23,Bhopal,Student,'7-8 hours',Unhealthy,MCA
Female,20,Ludhiana,Student,'7-8 hours',Moderate,'Class 12'
Female,30,Mumbai,Student,'More than 8 hours',Healthy,MSc
Male,21,Ghaziabad,Student,'Less than 5 hours',Unhealthy,M.Tech
Male,21,Srinagar,Student,'5-6 hours',Moderate,B.Ed
Male,23,Agra,Student,'Less than 5 hours',Unhealthy,M.Com
Male,20,Delhi,Student,'7-8 hours',Unhealthy,'Class 12'
Male,29,Patna,Student,'More than 8 hours',Moderate,B.Ed
Male,23,Nagpur,Student,'5-6 hours',Moderate,B.Pharm
Male,23,Bhopal,Student,'7-8 hours',Unhealthy,MSc
Male,32,Nashik,Student,'7-8 hours',Moderate,LLB
Male,34,Thane,Student,'5-6 hours',Moderate,M.Tech
Female,20,Chennai,Student,'More than 8 hours',Moderate,'Class 12'
Male,24,Hyderabad,Student,'More than 8 hours',Unhealthy,M.Tech
Female,21,Pune,Student,'More than 8 hours',Unhealthy,B.Arch
Male,27,Lucknow,Student,'5-6 hours',Moderate,BSc
Female,29,Pune,Student,'5-6 hours',Healthy,MBA
Female,19,Surat,Student,'5-6 hours',Moderate,'Class 12'
Male,23,Nagpur,Student,'More than 8 hours',Unhealthy,MBA
Male,27,Visakhapatnam,Student,'Less than 5 hours',Moderate,B.Tech
Female,22,Bhopal,Student,'5-6 hours',Healthy,BHM
Female,28,Thane,Student,'5-6 hours',Unhealthy,M.Tech
Male,22,Agra,Student,'5-6 hours',Moderate,BBA
Female,27,Lucknow,Student,'7-8 hours',Healthy,B.Arch
Male,21,Chennai,Student,'Less than 5 hours',Moderate,MSc
Male,21,Surat,Student,'7-8 hours',Healthy,'Class 12'
Female,25,Thane,Student,'Less than 5 hours',Healthy,M.Pharm
Male,27,Nashik,Student,'More than 8 hours',Moderate,LLB
Male,25,Rajkot,Student,'Less than 5 hours',Healthy,LLB
Male,27,Hyderabad,Student,'Less than 5 hours',Unhealthy,PhD
Male,21,Patna,Student,'More than 8 hours',Moderate,BBA
Male,34,Indore,Student,'7-8 hours',Healthy,MD
Female,27,Srinagar,Student,'7-8 hours',Unhealthy,BHM
Male,21,Ludhiana,Student,'7-8 hours',Unhealthy,MCA
Female,28,Visakhapatnam,Student,'7-8 hours',Healthy,B.Pharm
Female,27,Nagpur,Student,'7-8 hours',Healthy,M.Tech
Male,26,Ahmedabad,Student,'7-8 hours',Moderate,B.Ed
Female,23,Nashik,Student,'Less than 5 hours',Moderate,M.Tech
Female,27,Hyderabad,Student,'7-8 hours',Moderate,PhD
Male,29,Meerut,Student,'Less than 5 hours',Unhealthy,MBBS
Female,19,Visakhapatnam,Student,'5-6 hours',Healthy,'Class 12'
Female,25,Hyderabad,Student,'5-6 hours',Healthy,MSc
Female,20,Meerut,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,22,Vasai-Virar,Student,'7-8 hours',Healthy,MBA
Female,28,Jaipur,Student,'5-6 hours',Healthy,MSc
Male,28,Chennai,Student,'Less than 5 hours',Unhealthy,MCA
Male,28,Kalyan,Student,'Less than 5 hours',Healthy,MD
Male,29,Kolkata,Student,'Less than 5 hours',Healthy,MSc
Male,20,Lucknow,Student,'7-8 hours',Healthy,'Class 12'
Male,33,Pune,Student,'Less than 5 hours',Moderate,B.Pharm
Male,34,Kalyan,Student,'Less than 5 hours',Moderate,BCA
Male,34,Agra,Student,'5-6 hours',Moderate,MCA
Female,21,Kanpur,Student,'5-6 hours',Healthy,B.Ed
Male,24,Hyderabad,Student,'Less than 5 hours',Moderate,BCA
Male,25,Visakhapatnam,Student,'5-6 hours',Unhealthy,B.Arch
Female,27,Lucknow,Student,'7-8 hours',Moderate,B.Ed
Male,20,Ludhiana,Student,'More than 8 hours',Moderate,'Class 12'
Female,31,Surat,Student,'Less than 5 hours',Unhealthy,B.Com
Female,21,Ghaziabad,Student,'Less than 5 hours',Moderate,MSc
Female,28,Hyderabad,Student,'Less than 5 hours',Unhealthy,LLM
Female,31,Kanpur,Student,'5-6 hours',Moderate,BE
Male,29,Hyderabad,Student,'More than 8 hours',Moderate,M.Tech
Female,25,Jaipur,Student,'Less than 5 hours',Healthy,BCA
Female,18,Bangalore,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,27,Thane,Student,'7-8 hours',Moderate,M.Pharm
Female,26,Hyderabad,Student,'More than 8 hours',Moderate,M.Com
Female,18,Patna,Student,'5-6 hours',Unhealthy,'Class 12'
Male,25,Chennai,Student,'Less than 5 hours',Healthy,M.Pharm
Male,19,Patna,Student,'Less than 5 hours',Moderate,'Class 12'
Male,28,Lucknow,Student,'7-8 hours',Unhealthy,BBA
Female,18,Jaipur,Student,'More than 8 hours',Unhealthy,'Class 12'
Male,24,Kalyan,Student,'5-6 hours',Healthy,M.Ed
Male,26,Visakhapatnam,Student,'5-6 hours',Unhealthy,M.Tech
Female,22,Vasai-Virar,Student,'5-6 hours',Unhealthy,B.Com
Female,20,Pune,Student,'Less than 5 hours',Moderate,'Class 12'
Male,25,Kalyan,Student,'More than 8 hours',Moderate,B.Arch
Female,29,Thane,Student,'Less than 5 hours',Healthy,LLM
Female,28,Kalyan,Student,'7-8 hours',Moderate,B.Pharm
Female,34,Vasai-Virar,Student,'5-6 hours',Healthy,B.Ed
Male,31,Pune,Student,'More than 8 hours',Moderate,'Class 12'
Female,20,Patna,Student,'More than 8 hours',Healthy,'Class 12'
Male,23,Meerut,Student,'Less than 5 hours',Unhealthy,B.Com
Male,33,Nashik,Student,'More than 8 hours',Unhealthy,MSc
Female,30,Patna,Student,'7-8 hours',Healthy,M.Com
Male,24,Thane,Student,'Less than 5 hours',Healthy,BCA
Female,27,Surat,Student,'5-6 hours',Moderate,BHM
Female,18,Varanasi,Student,'5-6 hours',Unhealthy,'Class 12'
Male,26,Hyderabad,Student,'More than 8 hours',Unhealthy,BBA
Male,27,Bhopal,Student,'7-8 hours',Moderate,MBBS
Male,25,Agra,Student,'Less than 5 hours',Unhealthy,MCA
Male,20,Nagpur,Student,'7-8 hours',Healthy,'Class 12'
Male,20,Thane,Student,'Less than 5 hours',Healthy,'Class 12'
Female,29,Agra,Student,'7-8 hours',Healthy,BBA
Male,20,Hyderabad,Student,'Less than 5 hours',Unhealthy,'Class 12'
Female,28,Vadodara,Student,'Less than 5 hours',Healthy,BBA
Male,30,Ghaziabad,Student,'7-8 hours',Unhealthy,MSc
Male,29,Kolkata,Student,'7-8 hours',Moderate,BE
Male,28,Ludhiana,Student,'5-6 hours',Healthy,BBA
Female,25,Ghaziabad,Student,'7-8 hours',Moderate,MBBS
Male,18,Ludhiana,Student,'Less than 5 hours',Unhealthy,'Class 12'
Male,24,Kanpur,Student,'Less than 5 hours',Moderate,B.Com
Female,28,Surat,Student,'More than 8 hours',Unhealthy,M.Com
Male,33,Mumbai,Student,'7-8 hours',Moderate,MA
Male,22,Kanpur,Student,'5-6 hours',Moderate,M.Com
Male,29,Faridabad,Student,'5-6 hours',Unhealthy,B.Pharm
Female,22,Rajkot,Student,'7-8 hours',Moderate,BHM
Female,29,Srinagar,Student,'7-8 hours',Unhealthy,B.Pharm
Female,24,Meerut,Student,'Less than 5 hours',Healthy,BA
Male,30,Lucknow,Student,'5-6 hours',Unhealthy,MCA
Male,28,Hyderabad,Student,'More than 8 hours',Healthy,MCA
Male,18,Ludhiana,Student,'7-8 hours',Unhealthy,'Class 12'
Female,26,Vasai-Virar,Student,'Less than 5 hours',Moderate,'Class 12'
